device_name,device_type,eq_variant,data_source,loss_type,score_before_eq,score_with_eq,score_delta,preamp_db,num_filters,generator_version,generated_at,source_file,f1_type,f1_fc_hz,f1_gain_db,f1_q,f2_type,f2_fc_hz,f2_gain_db,f2_q,f3_type,f3_fc_hz,f3_gain_db,f3_q,f4_type,f4_fc_hz,f4_gain_db,f4_q,f5_type,f5_fc_hz,f5_gain_db,f5_q,f6_type,f6_fc_hz,f6_gain_db,f6_q,f7_type,f7_fc_hz,f7_gain_db,f7_q,f8_type,f8_fc_hz,f8_gain_db,f8_q,f9_type,f9_fc_hz,f9_gain_db,f9_q,f10_type,f10_fc_hz,f10_gain_db,f10_q,f11_type,f11_fc_hz,f11_gain_db,f11_q,f12_type,f12_fc_hz,f12_gain_db,f12_q,f13_type,f13_fc_hz,f13_gain_db,f13_q,f14_type,f14_fc_hz,f14_gain_db,f14_q,f15_type,f15_fc_hz,f15_gain_db,f15_q,f16_type,f16_fc_hz,f16_gain_db,f16_q,f17_type,f17_fc_hz,f17_gain_db,f17_q,f18_type,f18_fc_hz,f18_gain_db,f18_q,f19_type,f19_fc_hz,f19_gain_db,f19_q,f20_type,f20_fc_hz,f20_gain_db,f20_q,f21_type,f21_fc_hz,f21_gain_db,f21_q,f22_type,f22_fc_hz,f22_gain_db,f22_q,f23_type,f23_fc_hz,f23_gain_db,f23_q,f24_type,f24_fc_hz,f24_gain_db,f24_q,f25_type,f25_fc_hz,f25_gain_db,f25_q,f26_type,f26_fc_hz,f26_gain_db,f26_q,f27_type,f27_fc_hz,f27_gain_db,f27_q,f28_type,f28_fc_hz,f28_gain_db,f28_q,f29_type,f29_fc_hz,f29_gain_db,f29_q,f30_type,f30_fc_hz,f30_gain_db,f30_q,f31_type,f31_fc_hz,f31_gain_db,f31_q
KEF Q350,speaker,flipflop,,,,,,-2.9,20,,13-07-2020 22:10:19,eq/KEF Q350/iir-flipflop.txt,PK,353.0,0.5,12.0,PK,421.0,-0.5,25.0,PK,452.0,-0.7,10.0,PK,614.0,1.6,15.0,PK,700.0,-2.2,5.0,PK,921.0,3.1,4.242,PK,1035.0,-8.4,5.0,PK,1067.0,10.6,5.0,PK,1177.0,-4.6,5.0,PK,1777.0,12.0,1.932,PK,1779.0,-10.1,2.301,PK,2380.0,-0.5,20.0,PK,2894.0,-8.5,1.0,PK,3401.0,11.9,1.02,PK,3978.0,-3.4,1.094,PK,5720.0,0.5,10.0,PK,6640.0,-0.7,7.0,PK,7580.0,0.7,7.0,PK,8500.0,-0.7,9.0,PK,9321.0,-1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q4 Meta,speaker,autoeq,Vendors-KEF,,5.6,6.66,1.0600000000000005,-2.5,7,0.26,2024-12-24-10:28:19,eq/KEF Q4 Meta/iir-autoeq.txt,PK,62.0,2.97,0.61,PK,166.0,-2.91,1.01,PK,219.0,1.72,2.99,PK,424.0,-1.4,0.53,PK,879.0,-1.3,2.99,PK,1244.0,2.97,1.49,PK,3405.0,-1.19,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q6 Meta,speaker,autoeq,Vendors-KEF,,5.97,6.84,0.8700000000000001,-2.7,7,0.26,2024-12-24-10:31:16,eq/KEF Q6 Meta/iir-autoeq.txt,PK,40.0,2.97,0.86,PK,105.0,-2.66,1.56,PK,321.0,1.75,2.99,PK,424.0,-3.99,0.84,PK,504.0,2.99,2.46,PK,1010.0,2.16,2.52,PK,1244.0,-2.07,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q650C,speaker,dbx-1215,ErinsAudioCorner,,3.29,3.82,0.5299999999999998,-0.7,15,0.24,2023-08-04-23:33:20,eq/KEF Q650C/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.25,2.14,PK,160.0,0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.25,2.14,PK,630.0,-0.5,2.14,PK,1000.0,0.75,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,-0.5,2.14,PK,10000.0,-0.5,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q650C,speaker,dbx-1231,ErinsAudioCorner,,3.29,3.92,0.6299999999999999,-0.8,31,0.24,2023-08-04-23:42:33,eq/KEF Q650C/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.0,4.32,PK,100.0,0.25,4.32,PK,125.0,0.5,4.32,PK,160.0,0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,-0.25,4.32,PK,500.0,-0.25,4.32,PK,630.0,-0.5,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.75,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.5,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.5,4.32,PK,16000.0,-0.5,4.32,PK,20000.0,0.0,4.32
KEF Q650C,speaker,autoeq,ErinsAudioCorner,,3.24,5.69,2.45,-3.1,7,0.26,2024-03-19-16:54:46,eq/KEF Q650C/iir-autoeq.txt,PK,46.0,2.99,1.89,PK,121.0,2.81,2.43,PK,621.0,-2.58,1.78,PK,942.0,3.0,2.99,PK,6361.0,-0.92,2.95,PK,9989.0,-3.15,1.47,PK,14134.0,-3.27,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q7 Meta,speaker,autoeq,Vendors-KEF,,6.83,7.45,0.6200000000000001,-2.3,7,0.26,2024-12-24-10:30:47,eq/KEF Q7 Meta/iir-autoeq.txt,PK,30.0,2.68,1.58,PK,44.0,2.44,1.62,PK,80.0,-2.72,0.44,PK,369.0,-1.92,2.99,PK,621.0,-1.65,2.94,PK,1046.0,2.11,2.91,PK,1161.0,-2.09,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q8 Meta,speaker,autoeq,ErinsAudioCorner,,2.64,5.22,2.5799999999999996,-3.0,7,0.28,2025-09-28-17:53:55,eq/KEF Q8 Meta/iir-autoeq.txt,PK,117.0,2.99,0.89,PK,139.0,3.0,0.25,PK,166.0,-5.9,0.98,PK,739.0,-2.45,1.08,PK,1333.0,1.87,2.99,PK,7059.0,-3.72,1.49,PK,16239.0,-2.02,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q8 Meta,speaker,autoeq,ErinsAudioCorner,,2.64,5.22,2.5799999999999996,-3.0,7,0.28,2025-09-28-17:53:55,eq/KEF Q8 Meta/iir.txt,PK,117.0,2.99,0.89,PK,139.0,3.0,0.25,PK,166.0,-5.9,0.98,PK,739.0,-2.45,1.08,PK,1333.0,1.87,2.99,PK,7059.0,-3.72,1.49,PK,16239.0,-2.02,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R11 Meta,speaker,dbx-1215,Vendors-KEF,,7.16,7.16,0.0,-0.3,15,0.24,2023-08-04-23:28:45,eq/KEF R11 Meta/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.0,2.14,PK,100.0,-0.25,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R11 Meta,speaker,dbx-1231,Vendors-KEF,,7.16,7.23,0.07000000000000028,-0.7,31,0.24,2023-08-04-23:40:56,eq/KEF R11 Meta/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.0,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.25,4.32,PK,160.0,0.0,4.32,PK,200.0,-0.25,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.5,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.5,4.32,PK,12000.0,0.5,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
KEF R11 Meta,speaker,autoeq,ASR,,6.12,6.9,0.7800000000000002,-2.6,7,0.26,2024-03-26-07:13:54,eq/KEF R11 Meta/iir-autoeq.txt,PK,67.0,1.94,2.97,PK,235.0,-1.14,2.93,PK,579.0,-2.13,1.49,PK,1161.0,2.84,2.9,PK,5536.0,-1.35,2.54,PK,9319.0,-0.62,2.8,PK,11085.0,1.07,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R2c,speaker,dbx-1215,ErinsAudioCorner,,4.07,4.48,0.41000000000000014,-1.0,15,0.24,2023-08-04-23:30:15,eq/KEF R2c/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,-0.5,2.14,PK,4000.0,-0.25,2.14,PK,6300.0,-0.5,2.14,PK,10000.0,-0.75,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R2c,speaker,dbx-1231,ErinsAudioCorner,,4.07,4.55,0.47999999999999954,-0.8,31,0.24,2023-08-04-23:42:32,eq/KEF R2c/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.5,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.5,4.32,PK,2500.0,-0.25,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,-0.25,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.5,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.5,4.32,PK,16000.0,-0.25,4.32,PK,20000.0,0.0,4.32
KEF R2c,speaker,autoeq,ErinsAudioCorner,,4.08,5.89,1.8099999999999996,-3.0,7,0.26,2024-03-19-16:32:52,eq/KEF R2c/iir-autoeq.txt,PK,52.0,3.0,1.58,PK,289.0,-1.43,2.58,PK,1586.0,-1.02,3.0,PK,1954.0,2.99,3.0,PK,2491.0,-1.93,2.95,PK,7308.0,-2.5,0.67,PK,13652.0,-2.67,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R2C Meta,speaker,dbx-1215,Vendors-KEF,,5.16,5.26,0.09999999999999964,-0.3,15,0.24,2023-08-04-23:28:54,eq/KEF R2C Meta/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,0.0,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.25,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R2C Meta,speaker,dbx-1231,Vendors-KEF,,5.16,5.35,0.1899999999999995,-0.4,31,0.24,2023-08-04-23:41:10,eq/KEF R2C Meta/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
KEF R2C Meta,speaker,autoeq,Vendors-KEF,,5.23,6.2,0.9699999999999998,-2.8,7,0.26,2024-03-19-16:38:39,eq/KEF R2C Meta/iir-autoeq.txt,PK,49.0,3.0,0.8,PK,105.0,-1.67,2.81,PK,144.0,-1.62,2.01,PK,310.0,-1.66,1.24,PK,849.0,-2.81,1.06,PK,1046.0,2.84,2.67,PK,5347.0,-1.93,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R3,speaker,dbx-1215,ASR,,6.5,6.71,0.20999999999999996,-0.7,15,0.24,2023-08-04-23:31:21,eq/KEF R3/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R3,speaker,dbx-1231,ASR,,6.5,6.81,0.3099999999999996,-0.8,31,0.24,2023-08-04-23:43:44,eq/KEF R3/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,-0.25,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
KEF R3,speaker,autoeq,ASR,,6.5,7.09,0.5899999999999999,-2.9,9,0.24,2023-08-05-03:53:21,eq/KEF R3/iir-autoeq.txt,LS,69.0,2.87,0.66,PK,245.0,-0.46,2.42,PK,391.0,-0.85,2.98,PK,646.0,-1.08,2.96,PK,1261.0,1.26,0.49,PK,2545.0,0.34,2.79,PK,4966.0,-1.7,2.04,PK,10361.0,-0.75,1.42,PK,12662.0,1.29,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R3,speaker,flipflop,,,,,,-2.1,20,,14-07-2020 13:12:35,eq/KEF R3/iir-flipflop.txt,PK,370.0,-0.8,14.0,PK,545.0,0.5,10.0,PK,638.0,-0.4,25.0,PK,832.0,0.6,10.0,PK,922.0,0.7,12.0,PK,1123.0,1.5,6.0,PK,1400.0,1.3,10.0,PK,1640.0,1.4,5.0,PK,1930.0,1.3,12.0,PK,2220.0,1.3,14.0,PK,2330.0,-0.6,22.0,PK,2850.0,-0.6,8.0,PK,3940.0,-0.4,10.0,PK,4280.0,-0.3,20.0,PK,5050.0,-1.0,5.1,PK,6790.0,-1.1,4.7,PK,7790.0,0.4,13.0,PK,8670.0,-0.9,8.0,PK,10500.0,-0.8,8.0,PK,16330.0,1.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R3 Meta,speaker,dbx-1215,ErinsAudioCorner,,6.12,6.17,0.04999999999999982,-0.7,15,0.24,2023-08-04-23:31:11,eq/KEF R3 Meta/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,-0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R3 Meta,speaker,dbx-1231,ErinsAudioCorner,,6.12,6.22,0.09999999999999964,-0.5,31,0.24,2023-08-04-23:43:38,eq/KEF R3 Meta/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.25,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
KEF R3 Meta,speaker,autoeq,ErinsAudioCorner,,6.17,6.68,0.5099999999999998,-2.5,7,0.26,2024-03-19-16:41:53,eq/KEF R3 Meta/iir-autoeq.txt,PK,67.0,2.98,0.67,PK,109.0,-2.25,1.66,PK,260.0,-0.33,2.87,PK,820.0,-3.02,1.66,PK,1083.0,2.98,0.86,PK,1642.0,-2.54,2.49,PK,14633.0,-1.24,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R5,speaker,dbx-1215,ErinsAudioCorner,,5.72,5.91,0.1900000000000004,-0.7,15,0.24,2023-08-04-23:33:09,eq/KEF R5/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.25,2.14,PK,160.0,0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R5,speaker,dbx-1231,ErinsAudioCorner,,5.72,6.03,0.3100000000000005,-1.2,31,0.24,2023-08-04-23:43:42,eq/KEF R5/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.75,4.32,PK,80.0,0.5,4.32,PK,100.0,0.25,4.32,PK,125.0,0.0,4.32,PK,160.0,0.25,4.32,PK,200.0,0.5,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
KEF R5,speaker,autoeq,ErinsAudioCorner,,5.83,6.73,0.9000000000000004,-3.0,9,0.24,2023-08-26-15:06:53,eq/KEF R5/iir-autoeq.txt,LS,76.0,1.77,1.03,PK,76.0,1.96,2.96,PK,181.0,0.31,0.75,PK,221.0,2.55,1.79,PK,271.0,-2.8,2.99,PK,1884.0,1.56,0.77,PK,2545.0,-1.8,2.64,PK,3676.0,2.15,2.19,PK,5870.0,0.48,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R5 Meta,speaker,dbx-1215,Vendors-KEF,,6.75,6.84,0.08999999999999986,-0.3,15,0.24,2023-08-04-23:30:48,eq/KEF R5 Meta/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R5 Meta,speaker,dbx-1231,Vendors-KEF,,6.75,6.9,0.15000000000000036,-0.7,31,0.24,2023-08-04-23:43:14,eq/KEF R5 Meta/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,-0.25,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
KEF R5 Meta,speaker,lw,ErinsAudioCorner,,6.47,6.54,0.07000000000000028,-2.5,7,0.26,2024-02-06-07:37:30,eq/KEF R5 Meta/iir-autoeq-lw.txt,PK,69.0,2.56,3.0,PK,243.0,-1.6,2.17,PK,714.0,-1.17,2.59,PK,1202.0,1.51,2.83,PK,2579.0,1.41,2.24,PK,8110.0,1.11,2.96,PK,13652.0,2.25,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF R5 Meta,speaker,autoeq,ErinsAudioCorner,,6.47,7.03,0.5600000000000005,-2.7,7,0.26,2024-03-19-16:24:35,eq/KEF R5 Meta/iir-autoeq.txt,PK,51.0,2.96,0.45,PK,105.0,-2.51,1.77,PK,289.0,-2.33,1.31,PK,344.0,1.83,3.0,PK,739.0,-1.02,2.54,PK,1161.0,1.14,2.56,PK,6361.0,-1.11,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
